episode_id,show,episode_title,season,episode,auditory,auditory_rate,rating_myshows,rating_count,episode_length,date,number_of_comments
15697,Баффи - истребительница вампиров, Surprise,2,13,23198,69.08,4.437,339,43 мин.,19.01.1998,12
15698,Баффи - истребительница вампиров, Innocence,2,14,23180,69.03,4.545,345,43 мин.,20.01.1998,7
15699,Баффи - истребительница вампиров, Phases,2,15,23158,68.96,4.409,337,43 мин.,27.01.1998,10
15700,Баффи - истребительница вампиров," Bewitched, Bothered and Bewildered",2,16,23138,68.9,4.561,358,43 мин.,10.02.1998,21
15701,Баффи - истребительница вампиров, Passion,2,17,23121,68.85,4.623,363,43 мин.,24.02.1998,14
15702,Баффи - истребительница вампиров, Killed by Death,2,18,23110,68.82,4.341,337,43 мин.,03.03.1998,21
15703,Баффи - истребительница вампиров, I Only Have Eyes for You,2,19,23098,68.78,4.4,345,43 мин.,28.04.1998,18
15704,Баффи - истребительница вампиров, Go Fish,2,20,23087,68.75,4.264,329,43 мин.,05.05.1998,16
15705,Баффи - истребительница вампиров, Becoming ,2,21,23084,68.74,4.488,336,43 мин.,12.05.1998,18
15706,Баффи - истребительница вампиров, Becoming ,2,22,23088,68.75,4.641,359,43 мин.,19.05.1998,25
15707,Баффи - истребительница вампиров, Anne,3,1,22279,66.34,4.38,326,43 мин.,29.09.1998,8
15708,Баффи - истребительница вампиров, Dead Man's Party,3,2,22266,66.3,4.294,330,43 мин.,06.10.1998,25
15709,Баффи - истребительница вампиров," Faith, Hope & Trick",3,3,22249,66.25,4.383,326,43 мин.,13.10.1998,14
15710,Баффи - истребительница вампиров, Beauty and the Beasts,3,4,22222,66.17,4.325,326,43 мин.,20.10.1998,16
15711,Баффи - истребительница вампиров, Homecoming,3,5,22201,66.11,4.408,326,43 мин.,03.11.1998,18
15712,Баффи - истребительница вампиров, Band Candy,3,6,22179,66.04,4.532,346,43 мин.,10.11.1998,25
15713,Баффи - истребительница вампиров, Revelations,3,7,22158,65.98,4.342,313,43 мин.,17.11.1998,22
15714,Баффи - истребительница вампиров, Lovers Walk,3,8,22158,65.98,4.58,348,43 мин.,24.11.1998,35
15715,Баффи - истребительница вампиров, The Wish,3,9,22128,65.89,4.531,341,43 мин.,08.12.1998,14
15716,Баффи - истребительница вампиров, Amends,3,10,22098,65.8,4.366,325,43 мин.,15.12.1998,25
15717,Баффи - истребительница вампиров, Gingerbread,3,11,22076,65.74,4.348,319,43 мин.,12.01.1999,11
15718,Баффи - истребительница вампиров, Helpless,3,12,22065,65.7,4.414,324,43 мин.,19.01.1999,28
15719,Баффи - истребительница вампиров, The Zeppo,3,13,22037,65.62,4.408,338,43 мин.,26.01.1999,24
15720,Баффи - истребительница вампиров, Bad Girls,3,14,22031,65.6,4.383,308,43 мин.,09.02.1999,15
15721,Баффи - истребительница вампиров, Consequences,3,15,22003,65.52,4.365,301,43 мин.,16.02.1999,15
15722,Баффи - истребительница вампиров, Doppelgangland,3,16,21998,65.51,4.6,335,43 мин.,23.02.1999,15
15723,Баффи - истребительница вампиров, Enemies,3,17,21990,65.48,4.502,307,43 мин.,16.03.1999,11
15724,Баффи - истребительница вампиров, Earshot,3,18,21978,65.45,4.549,319,43 мин.,14.04.1999,16
15725,Баффи - истребительница вампиров, Choices,3,19,21966,65.41,4.401,302,43 мин.,04.05.1999,9
15726,Баффи - истребительница вампиров, The Prom,3,20,21961,65.4,4.5,320,43 мин.,11.05.1999,26
15727,Баффи - истребительница вампиров, Graduation Day ,3,21,21958,65.39,4.498,303,43 мин.,18.05.1999,10
15728,Баффи - истребительница вампиров, Graduation Day ,3,22,21953,65.37,4.604,321,43 мин.,13.07.1999,17
15729,Баффи - истребительница вампиров, The Freshman,4,1,21289,63.39,4.329,304,43 мин.,05.10.1999,13
15730,Баффи - истребительница вампиров, Living Conditions,4,2,21273,63.35,4.42,314,43 мин.,12.10.1999,17
15731,Баффи - истребительница вампиров, The Harsh Light of Day,4,3,21265,63.32,4.436,303,43 мин.,19.10.1999,14
15732,Баффи - истребительница вампиров," Fear, Itself",4,4,21249,63.27,4.478,312,43 мин.,26.10.1999,12
15733,Баффи - истребительница вампиров, Beer Bad,4,5,21235,63.23,4.281,310,43 мин.,02.11.1999,10
15734,Баффи - истребительница вампиров, Wild at Heart,4,6,21241,63.25,4.338,308,43 мин.,09.11.1999,18
15735,Баффи - истребительница вампиров, The Initiative,4,7,21227,63.21,4.492,309,43 мин.,16.11.1999,19
15736,Баффи - истребительница вампиров, Pangs,4,8,21228,63.21,4.53,328,43 мин.,23.11.1999,17
15737,Баффи - истребительница вампиров, Something Blue,4,9,21222,63.19,4.683,372,43 мин.,30.11.1999,26
15738,Баффи - истребительница вампиров, Hush,4,10,21227,63.21,4.677,372,43 мин.,14.12.1999,45
15739,Баффи - истребительница вампиров, Doomed,4,11,21199,63.13,4.413,305,43 мин.,18.01.2000,12
15740,Баффи - истребительница вампиров, A New Man,4,12,21190,63.1,4.453,309,43 мин.,25.01.2000,14
15741,Баффи - истребительница вампиров, The I in Team,4,13,21180,63.07,4.375,304,43 мин.,08.02.2000,20
15742,Баффи - истребительница вампиров, Goodbye Iowa,4,14,21160,63.01,4.267,296,43 мин.,15.02.2000,6
15743,Баффи - истребительница вампиров, This Year's Girl,4,15,21151,62.98,4.386,303,43 мин.,22.02.2000,11
15744,Баффи - истребительница вампиров, Who Are You?,4,16,21145,62.97,4.511,309,43 мин.,29.02.2000,15
15745,Баффи - истребительница вампиров, Superstar,4,17,21133,62.93,4.237,312,43 мин.,04.04.2000,10
15746,Баффи - истребительница вампиров, Where the Wild Things Are,4,18,21126,62.91,4.279,301,43 мин.,25.04.2000,13
15747,Баффи - истребительница вампиров, New Moon Rising,4,19,21115,62.88,4.334,302,43 мин.,02.05.2000,19
15748,Баффи - истребительница вампиров, The Yoko Factor,4,20,21098,62.83,4.349,295,43 мин.,09.05.2000,13
15749,Баффи - истребительница вампиров, Primeval,4,21,21095,62.82,4.387,300,43 мин.,16.05.2000,6
15750,Баффи - истребительница вампиров, Restless,4,22,21094,62.81,4.403,325,43 мин.,23.05.2000,30
15751,Баффи - истребительница вампиров, Buffy vs. Dracula,5,1,20631,61.43,4.384,294,43 мин.,26.09.2000,19
15752,Баффи - истребительница вампиров, Real Me,5,2,20613,61.38,4.292,284,43 мин.,03.10.2000,31
15753,Баффи - истребительница вампиров, The Replacement,5,3,20607,61.36,4.41,293,43 мин.,10.10.2000,12
15754,Баффи - истребительница вампиров, Out of My Mind,5,4,20601,61.35,4.466,296,43 мин.,17.10.2000,21
15755,Баффи - истребительница вампиров, No Place Like Home,5,5,20590,61.31,4.454,293,43 мин.,24.10.2000,16
15756,Баффи - истребительница вампиров, Family,5,6,20580,61.28,4.485,291,43 мин.,07.11.2000,8
15757,Баффи - истребительница вампиров, Fool for Love,5,7,20581,61.29,4.662,340,43 мин.,14.11.2000,20
15758,Баффи - истребительница вампиров, Shadow,5,8,20562,61.23,4.342,281,43 мин.,21.11.2000,12
15759,Баффи - истребительница вампиров, Listening to Fear,5,9,20551,61.2,4.385,283,43 мин.,28.11.2000,15
15760,Баффи - истребительница вампиров, Into the Woods,5,10,20550,61.19,4.442,294,43 мин.,19.12.2000,26
15761,Баффи - истребительница вампиров, Triangle,5,11,20537,61.15,4.381,281,43 мин.,09.01.2001,12
15762,Баффи - истребительница вампиров, Checkpoint,5,12,20525,61.12,4.505,285,43 мин.,23.01.2001,15
15763,Баффи - истребительница вампиров, Blood Ties,5,13,20515,61.09,4.448,286,43 мин.,06.02.2001,9
15764,Баффи - истребительница вампиров, Crush,5,14,20518,61.1,4.536,306,43 мин.,13.02.2001,13
15765,Баффи - истребительница вампиров, I Was Made to Love You,5,15,20507,61.07,4.395,286,43 мин.,20.02.2001,14
15766,Баффи - истребительница вампиров, The Body,5,16,20512,61.08,4.625,344,43 мин.,27.02.2001,34
15767,Баффи - истребительница вампиров, Forever,5,17,20494,61.03,4.454,293,43 мин.,17.04.2001,15
15768,Баффи - истребительница вампиров, Intervention,5,18,20491,61.02,4.573,307,43 мин.,24.04.2001,18
15769,Баффи - истребительница вампиров, Tough Love,5,19,20488,61.01,4.441,290,43 мин.,01.05.2001,9
15770,Баффи - истребительница вампиров, Spiral,5,20,20489,61.01,4.464,291,43 мин.,08.05.2001,15
15771,Баффи - истребительница вампиров, The Weight of the World,5,21,20485,61.0,4.362,290,43 мин.,15.05.2001,9
15772,Баффи - истребительница вампиров, The Gift,5,22,20489,61.01,4.64,325,43 мин.,22.05.2001,25
15773,Баффи - истребительница вампиров, Bargaining ,6,2,20072,59.77,4.485,295,43 мин.,02.10.2001,19
15774,Баффи - истребительница вампиров, After Life,6,3,20063,59.74,4.446,303,43 мин.,09.10.2001,18
15775,Баффи - истребительница вампиров, Flooded,6,4,20049,59.7,4.402,291,43 мин.,16.10.2001,21
15776,Баффи - истребительница вампиров, Life Serial,6,5,20041,59.68,4.337,288,43 мин.,23.10.2001,19
15777,Баффи - истребительница вампиров, All the Way,6,6,20031,59.65,4.293,287,43 мин.,30.10.2001,14
15778,Баффи - истребительница вампиров," Once More, with Feeling",6,7,20038,59.67,4.615,377,43 мин.,06.11.2001,28
15779,Баффи - истребительница вампиров, Tabula Rasa,6,8,20034,59.66,4.56,343,43 мин.,13.11.2001,31
15780,Баффи - истребительница вампиров, Wrecked,6,10,20016,59.6,4.49,308,43 мин.,27.11.2001,19
15781,Баффи - истребительница вампиров, Smashed,6,9,20011,59.59,4.453,309,43 мин.,20.11.2001,13
15782,Баффи - истребительница вампиров, Gone,6,11,20002,59.56,4.412,291,43 мин.,08.01.2002,8
15783,Баффи - истребительница вампиров, Doublemeat Palace,6,12,19992,59.53,4.311,283,43 мин.,29.01.2002,11
15784,Баффи - истребительница вампиров, Dead Things,6,13,19986,59.51,4.364,280,43 мин.,05.02.2002,13
15785,Баффи - истребительница вампиров, Older and Far Away,6,14,19977,59.49,4.435,283,43 мин.,12.02.2002,15
15786,Баффи - истребительница вампиров, As You Were,6,15,19963,59.45,4.188,277,43 мин.,26.02.2002,21
15787,Баффи - истребительница вампиров, Hell's Bells,6,16,19957,59.43,4.344,279,43 мин.,05.03.2002,24
15788,Баффи - истребительница вампиров, Normal Again,6,17,19945,59.39,4.497,292,43 мин.,12.03.2002,20
15789,Баффи - истребительница вампиров, Entropy,6,18,19947,59.4,4.386,280,43 мин.,30.04.2002,21
15790,Баффи - истребительница вампиров, Seeing Red,6,19,19940,59.38,4.412,284,43 мин.,07.05.2002,33
15791,Баффи - истребительница вампиров, Villains,6,20,19936,59.37,4.525,284,43 мин.,14.05.2002,15
15792,Баффи - истребительница вампиров, Two to Go,6,21,19932,59.35,4.484,281,43 мин.,21.05.2002,12
15793,Баффи - истребительница вампиров, Grave,6,22,19932,59.35,4.49,286,43 мин.,21.05.2002,25
15795,Баффи - истребительница вампиров, Lessons,7,1,19696,58.65,4.43,279,43 мин.,24.09.2002,18
15796,Баффи - истребительница вампиров, Beneath You,7,2,19680,58.6,4.408,284,43 мин.,01.10.2002,11
15797,Баффи - истребительница вампиров," Same Time, Same Place",7,3,19666,58.56,4.366,276,43 мин.,08.10.2002,8
15798,Баффи - истребительница вампиров, Help,7,4,19660,58.54,4.407,280,43 мин.,15.10.2002,12
15799,Баффи - истребительница вампиров, Selfless,7,5,19650,58.51,4.439,280,43 мин.,22.10.2002,9
15800,Баффи - истребительница вампиров, Him,7,6,19649,58.51,4.377,281,43 мин.,05.11.2002,20
15801,Баффи - истребительница вампиров, Conversations with Dead People,7,7,19633,58.46,4.437,293,43 мин.,12.11.2002,12
15802,Баффи - истребительница вампиров, Sleeper,7,8,19634,58.47,4.333,273,43 мин.,19.11.2002,8
15803,Баффи - истребительница вампиров, Never Leave Me,7,9,19621,58.43,4.365,277,43 мин.,26.11.2002,8
15804,Баффи - истребительница вампиров, Bring on the Night,7,10,19613,58.4,4.317,271,43 мин.,17.12.2002,11
15805,Баффи - истребительница вампиров, Showtime,7,11,19600,58.36,4.388,276,43 мин.,07.01.2003,16
15806,Баффи - истребительница вампиров, Potential,7,12,19594,58.35,4.327,275,43 мин.,21.01.2003,6
15807,Баффи - истребительница вампиров, The Killer in Me,7,13,19586,58.32,4.282,280,43 мин.,04.02.2003,11
15808,Баффи - истребительница вампиров, First Date,7,14,19576,58.29,4.352,273,43 мин.,11.02.2003,15
15809,Баффи - истребительница вампиров, Get It Done,7,15,19573,58.28,4.325,277,43 мин.,18.02.2003,8
15810,Баффи - истребительница вампиров, Storyteller,7,16,19568,58.27,4.358,282,43 мин.,25.02.2003,7
15811,Баффи - истребительница вампиров, Lies My Parents Told Me,7,17,19561,58.25,4.47,285,43 мин.,25.03.2003,10
15812,Баффи - истребительница вампиров, Dirty Girls,7,18,19560,58.25,4.431,281,43 мин.,15.04.2003,12
15813,Баффи - истребительница вампиров, Empty Places,7,19,19565,58.26,4.342,278,43 мин.,29.04.2003,27
15814,Баффи - истребительница вампиров, Touched,7,20,19565,58.26,4.44,300,43 мин.,06.05.2003,14
15815,Баффи - истребительница вампиров, End of Days,7,21,19576,58.29,4.434,288,43 мин.,13.05.2003,18
